start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,total runs,score
2013-04-03,Eden Gardens,2,4.3,Kolkata Knight Riders,Delhi Capitals,G Gambhir,JH Kallis,UT Yadav,4,37
2013-04-03,Eden Gardens,2,4.4,Kolkata Knight Riders,Delhi Capitals,G Gambhir,JH Kallis,UT Yadav,0,37
2013-04-03,Eden Gardens,2,4.5,Kolkata Knight Riders,Delhi Capitals,G Gambhir,JH Kallis,UT Yadav,1,38
2013-04-03,Eden Gardens,2,4.6,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,UT Yadav,1,39
2013-04-03,Eden Gardens,2,4.7,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,UT Yadav,1,40
2013-04-03,Eden Gardens,2,5.1,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,A Nehra,1,41
2013-04-03,Eden Gardens,2,5.2,Kolkata Knight Riders,Delhi Capitals,G Gambhir,JH Kallis,A Nehra,1,42
2013-04-03,Eden Gardens,2,5.3,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,A Nehra,4,46
2013-04-03,Eden Gardens,2,5.4,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,A Nehra,0,46
2013-04-03,Eden Gardens,2,5.5,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,A Nehra,0,46
2013-04-03,Eden Gardens,2,5.6,Kolkata Knight Riders,Delhi Capitals,JH Kallis,G Gambhir,A Nehra,0,46
2013-04-04,M Chinnaswamy Stadium,1,0.1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,MG Johnson,0,0
2013-04-04,M Chinnaswamy Stadium,1,0.2,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,MG Johnson,0,0
2013-04-04,M Chinnaswamy Stadium,1,0.3,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,MG Johnson,1,1
2013-04-04,M Chinnaswamy Stadium,1,0.4,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MG Johnson,0,1
2013-04-04,M Chinnaswamy Stadium,1,0.5,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MG Johnson,0,1
2013-04-04,M Chinnaswamy Stadium,1,0.6,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MG Johnson,0,1
2013-04-04,M Chinnaswamy Stadium,1,1.1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,MM Patel,0,1
2013-04-04,M Chinnaswamy Stadium,1,1.2,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,MM Patel,1,2
2013-04-04,M Chinnaswamy Stadium,1,1.3,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MM Patel,0,2
2013-04-04,M Chinnaswamy Stadium,1,1.4,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MM Patel,0,2
2013-04-04,M Chinnaswamy Stadium,1,1.5,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MM Patel,0,2
2013-04-04,M Chinnaswamy Stadium,1,1.6,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MM Patel,0,2
2013-04-04,M Chinnaswamy Stadium,1,2.1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,MG Johnson,1,3
2013-04-04,M Chinnaswamy Stadium,1,2.2,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,MG Johnson,0,3
2013-04-04,M Chinnaswamy Stadium,1,2.3,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MG Johnson,4,7
2013-04-04,M Chinnaswamy Stadium,1,2.4,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MG Johnson,0,7
2013-04-04,M Chinnaswamy Stadium,1,2.5,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MG Johnson,1,8
2013-04-04,M Chinnaswamy Stadium,1,2.6,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,V Kohli,MG Johnson,1,9
2013-04-04,M Chinnaswamy Stadium,1,2.7,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,V Kohli,MG Johnson,0,9
2013-04-04,M Chinnaswamy Stadium,1,3.1,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MM Patel,0,9
2013-04-04,M Chinnaswamy Stadium,1,3.2,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MM Patel,0,9
2013-04-04,M Chinnaswamy Stadium,1,3.3,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MM Patel,0,9
2013-04-04,M Chinnaswamy Stadium,1,3.4,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MM Patel,6,15
2013-04-04,M Chinnaswamy Stadium,1,3.5,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MM Patel,0,15
2013-04-04,M Chinnaswamy Stadium,1,3.6,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,MM Patel,1,16
2013-04-04,M Chinnaswamy Stadium,1,4.1,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,JJ Bumrah,4,20
2013-04-04,M Chinnaswamy Stadium,1,4.2,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,JJ Bumrah,4,24
2013-04-04,M Chinnaswamy Stadium,1,4.3,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,JJ Bumrah,0,24
2013-04-04,M Chinnaswamy Stadium,1,4.4,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,JJ Bumrah,4,28
2013-04-04,M Chinnaswamy Stadium,1,4.5,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,JJ Bumrah,0,28
2013-04-04,M Chinnaswamy Stadium,1,4.6,Royal Challengers Bangalore,Mumbai Indians,MA Agarwal,CH Gayle,JJ Bumrah,0,28
2013-04-04,M Chinnaswamy Stadium,1,5.1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MA Agarwal,JDP Oram,1,29
2013-04-04,M Chinnaswamy Stadium,1,5.2,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MA Agarwal,JDP Oram,1,30
2013-04-04,M Chinnaswamy Stadium,1,5.3,Royal Challengers Bangalore,Mumbai Indians,MA Agarwal,CH Gayle,JDP Oram,0,30
2013-04-04,M Chinnaswamy Stadium,1,5.4,Royal Challengers Bangalore,Mumbai Indians,MA Agarwal,CH Gayle,JDP Oram,0,30
2013-04-04,M Chinnaswamy Stadium,1,5.5,Royal Challengers Bangalore,Mumbai Indians,MA Agarwal,CH Gayle,JDP Oram,1,31
2013-04-04,M Chinnaswamy Stadium,1,5.6,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MA Agarwal,JDP Oram,0,31
2013-04-04,M Chinnaswamy Stadium,2,0.1,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,0,0
2013-04-04,M Chinnaswamy Stadium,2,0.2,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,0,0
2013-04-04,M Chinnaswamy Stadium,2,0.3,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,1,1
2013-04-04,M Chinnaswamy Stadium,2,0.4,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,RT Ponting,JD Unadkat,0,1
2013-04-04,M Chinnaswamy Stadium,2,0.5,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,RT Ponting,JD Unadkat,1,2
2013-04-04,M Chinnaswamy Stadium,2,0.6,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,0,2
2013-04-04,M Chinnaswamy Stadium,2,1.1,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,RT Ponting,DT Christian,1,3
2013-04-04,M Chinnaswamy Stadium,2,1.2,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,DT Christian,0,3
2013-04-04,M Chinnaswamy Stadium,2,1.3,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,DT Christian,0,3
2013-04-04,M Chinnaswamy Stadium,2,1.4,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,DT Christian,0,3
2013-04-04,M Chinnaswamy Stadium,2,1.5,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,DT Christian,1,4
2013-04-04,M Chinnaswamy Stadium,2,1.6,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,RT Ponting,DT Christian,0,4
2013-04-04,M Chinnaswamy Stadium,2,2.1,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,0,4
2013-04-04,M Chinnaswamy Stadium,2,2.2,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,1,5
2013-04-04,M Chinnaswamy Stadium,2,2.3,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,RT Ponting,JD Unadkat,1,6
2013-04-04,M Chinnaswamy Stadium,2,2.4,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,JD Unadkat,1,7
